address,affiliation-name,city,country,dc:identifier,prism:url
Yangon,Yangon GI and Liver Centre,Yangon,Myanmar,AFFILIATION_ID:108101656,https://api.elsevier.com/content/affiliation/affiliation_id/108101656
Eumseong,Far East University,Chungbuk,South Korea,AFFILIATION_ID:108125371,https://api.elsevier.com/content/affiliation/affiliation_id/108125371
New Kowloon,Humanity and Health Medical Centre,Hong Kong,Hong Kong,AFFILIATION_ID:108127745,https://api.elsevier.com/content/affiliation/affiliation_id/108127745
6-20 Elizabeth St,Marine Stewardship Council,London,United Kingdom,AFFILIATION_ID:108127757,https://api.elsevier.com/content/affiliation/affiliation_id/108127757
Ciudad,University for Peace,Colon,Costa Rica,AFFILIATION_ID:108135452,https://api.elsevier.com/content/affiliation/affiliation_id/108135452
"Wisma Tani, Blok Podium, Lot 4G1, Presint 4",Federal Government Administrative Centre,Putrajaya,Malaysia,AFFILIATION_ID:108142082,https://api.elsevier.com/content/affiliation/affiliation_id/108142082
"388 Sukhumvit Road, #2104, Klongtoey",Foundation for AIDS Research,Bangkok,Thailand,AFFILIATION_ID:108185156,https://api.elsevier.com/content/affiliation/affiliation_id/108185156
Lalitpur,Patan Academy of Health Sciences,Kathmandu,Nepal,AFFILIATION_ID:108196132,https://api.elsevier.com/content/affiliation/affiliation_id/108196132
East and Central Asia,World Agroforestry Centre,Kunming,China,AFFILIATION_ID:108229126,https://api.elsevier.com/content/affiliation/affiliation_id/108229126
"Rodovia BR 392, Km 78 , PO Box 403",Embrapa Temperate Climate Research Center,Pelotas,Brazil,AFFILIATION_ID:108243834,https://api.elsevier.com/content/affiliation/affiliation_id/108243834
Yarralumla,Diversity Arrays Technology,Canberra,Australia,AFFILIATION_ID:108245394,https://api.elsevier.com/content/affiliation/affiliation_id/108245394
Aleja Zwyciestwa 31,Wojewodzkie Centrum Onkologii,Gdansk,Poland,AFFILIATION_ID:108251453,https://api.elsevier.com/content/affiliation/affiliation_id/108251453
Mbingo,Mbingo Baptist Hospital,,Cameroon,AFFILIATION_ID:108258859,https://api.elsevier.com/content/affiliation/affiliation_id/108258859
"IV Region, Matilde Salamanca 0113, Salamanca",Hospital de Salamanca,Salamanca,Chile,AFFILIATION_ID:108259190,https://api.elsevier.com/content/affiliation/affiliation_id/108259190
"Republic of Moldova, str. Gh. Asachi 67a",Ministry of Health,Chisinau,Moldova,AFFILIATION_ID:108267238,https://api.elsevier.com/content/affiliation/affiliation_id/108267238
"G-2, B-Block, NASC Complex, DPS Marg",International Maize and Wheat Improvement Center (CIMMYT),New Delhi,India,AFFILIATION_ID:108268720,https://api.elsevier.com/content/affiliation/affiliation_id/108268720
Eleftheriou Venizelou 26,Athens Eye Hospital,Athens,Greece,AFFILIATION_ID:108275628,https://api.elsevier.com/content/affiliation/affiliation_id/108275628
"Bangmot, Chom Thonh",Bangpakok 9 International Hospital,Bangkok,Thailand,AFFILIATION_ID:108282795,https://api.elsevier.com/content/affiliation/affiliation_id/108282795
"Hamilton, Ontario, Canada (S.D.B., Y.Y.L.",Population Health Research Institute,Hamilton,Canada,AFFILIATION_ID:108296723,https://api.elsevier.com/content/affiliation/affiliation_id/108296723
"Hefei, 230026 China",University of Science and Technology of China,Hefei,China,AFFILIATION_ID:108355465,https://api.elsevier.com/content/affiliation/affiliation_id/108355465
2108-11 Kamiyamaguchi,Institute for Global Environmental Strategies,Hayama,Japan,AFFILIATION_ID:108358722,https://api.elsevier.com/content/affiliation/affiliation_id/108358722
"Cnr Fuel and Oudtshoorn St, Coronationville",Rahima Moosa Mother and Child Hospital,Johannesburg,South Africa,AFFILIATION_ID:108398456,https://api.elsevier.com/content/affiliation/affiliation_id/108398456
Innrain 66a,ONCOTYROL - Center for Personalized Cancer Medicine,Innsbruck,Austria,AFFILIATION_ID:108401870,https://api.elsevier.com/content/affiliation/affiliation_id/108401870
,Vicente Sotto Memorial Medical Center,,Philippines,AFFILIATION_ID:108422950,https://api.elsevier.com/content/affiliation/affiliation_id/108422950
,Epidemiology Consultant,London,United Kingdom,AFFILIATION_ID:108427997,https://api.elsevier.com/content/affiliation/affiliation_id/108427997
"Guangzhou, 510275 China",Sun Yat-sen University,Guangzhou,China,AFFILIATION_ID:108430978,https://api.elsevier.com/content/affiliation/affiliation_id/108430978
2440 Research Boulevard,Otsuka Pharmaceutical Development and Commercialization,Rockville,United States,AFFILIATION_ID:108431774,https://api.elsevier.com/content/affiliation/affiliation_id/108431774
Thivon and Papadia mantopoulou,Ag. Sofia Children's Hospital,Athens,Greece,AFFILIATION_ID:108431775,https://api.elsevier.com/content/affiliation/affiliation_id/108431775
PO Box 187,Sabah Women and Children Hospital,Kota Kinabalu,Malaysia,AFFILIATION_ID:108437216,https://api.elsevier.com/content/affiliation/affiliation_id/108437216
PO: NSS,National Institute of Biomedical Genomics,Kalyani,India,AFFILIATION_ID:108445318,https://api.elsevier.com/content/affiliation/affiliation_id/108445318
50 Divizija 6,Institute of Public Health,Skopje,Macedonia,AFFILIATION_ID:108468218,https://api.elsevier.com/content/affiliation/affiliation_id/108468218
P.O. Box 22700,Amsterdam Institute for Global Health and Development,Amsterdam,Netherlands,AFFILIATION_ID:108527928,https://api.elsevier.com/content/affiliation/affiliation_id/108527928
Jl. Diponegoro 69,Eijkman Institute of Molecular Biology,Jakarta,Indonesia,AFFILIATION_ID:108559881,https://api.elsevier.com/content/affiliation/affiliation_id/108559881
"Ramiro Barcelos Street, 2350, room 21506",National Institute of Population Medical Genetics (INAGEMP),Porto Alegre,Brazil,AFFILIATION_ID:108579188,https://api.elsevier.com/content/affiliation/affiliation_id/108579188
5-7-1 Fujishirodai,National Cerebral and Cardiovascular Center Research Institute,Suita,Japan,AFFILIATION_ID:108611203,https://api.elsevier.com/content/affiliation/affiliation_id/108611203
Colden Common,Marwell Wildlife,Winchester,United Kingdom,AFFILIATION_ID:108719050,https://api.elsevier.com/content/affiliation/affiliation_id/108719050
"Ataturk Avenue (East), G-5/2",Pakistan Health Research Council,Islamabad,Pakistan,AFFILIATION_ID:108768500,https://api.elsevier.com/content/affiliation/affiliation_id/108768500
"Jogitala, Joydebpur, Gajipur",BRAC,Khulna,Bangladesh,AFFILIATION_ID:108787915,https://api.elsevier.com/content/affiliation/affiliation_id/108787915
Patparganj,Max Super Specialty Hospital,New Delhi,India,AFFILIATION_ID:108808341,https://api.elsevier.com/content/affiliation/affiliation_id/108808341
"La Paz, Iloilo City",Zoological Society of London,London,Philippines,AFFILIATION_ID:108838404,https://api.elsevier.com/content/affiliation/affiliation_id/108838404
"Ateneo de Manila University Campus, Loyola Heights",Manila Observatory,Quezon City,Philippines,AFFILIATION_ID:108888448,https://api.elsevier.com/content/affiliation/affiliation_id/108888448
KfH-Kuratorium fur Dialyse und Nierentransplantation,KfH Pediatric Kidney Center,Marburg,Germany,AFFILIATION_ID:108908193,https://api.elsevier.com/content/affiliation/affiliation_id/108908193
Jhelum Road,Al-Shifa Trust Eye Hospital,Rawalpindi,Pakistan,AFFILIATION_ID:108940452,https://api.elsevier.com/content/affiliation/affiliation_id/108940452
"Sampaloc, San Rafael, Bulacan",East-West Seed Company,Manila,Philippines,AFFILIATION_ID:108978362,https://api.elsevier.com/content/affiliation/affiliation_id/108978362
,S.E.N.N.I.A.D,Montevideo,Uruguay,AFFILIATION_ID:109028537,https://api.elsevier.com/content/affiliation/affiliation_id/109028537
Computational Linguistics and Chinese Language Processing (TIGP-CLCLP,Taiwan International Graduate Program,,Taiwan,AFFILIATION_ID:109030742,https://api.elsevier.com/content/affiliation/affiliation_id/109030742
"Health Education, 5-7 Rue Khartoum Imm Le Diplomat 1002 Le Belvedere",National Institute of Public Health,Tunis,Tunisia,AFFILIATION_ID:109080153,https://api.elsevier.com/content/affiliation/affiliation_id/109080153
Carrera 11 No. 87-51 Local 4,Fundación Malpelo y Otros Ecosistemas Marinos,Bogota,Colombia,AFFILIATION_ID:109159406,https://api.elsevier.com/content/affiliation/affiliation_id/109159406
Sri Sankaradeva Nethralaya,Uveitis and Neuro-Ophthalmology Services,Guwahati,India,AFFILIATION_ID:109190519,https://api.elsevier.com/content/affiliation/affiliation_id/109190519
"Tao-Yuan, Taiwan, China",Chang Gung University,Taoyuan,China,AFFILIATION_ID:109197908,https://api.elsevier.com/content/affiliation/affiliation_id/109197908
Ba Dinh,National Lung Hospital,Hanoi,Viet Nam,AFFILIATION_ID:109230449,https://api.elsevier.com/content/affiliation/affiliation_id/109230449
"Zabali Campus, Baler",Aurora State College of Technology,Aurora,Philippines,AFFILIATION_ID:109427621,https://api.elsevier.com/content/affiliation/affiliation_id/109427621
529 Humboldt St.,Global Alliance for Rabies Control,Manhattan,United States,AFFILIATION_ID:109430859,https://api.elsevier.com/content/affiliation/affiliation_id/109430859
"Av. Zeferino Vaz, s/n, Campinas/SP-Brazil",Medicina Nuclear de Campinas,Campinas,Brazil,AFFILIATION_ID:109460161,https://api.elsevier.com/content/affiliation/affiliation_id/109460161
Cochrane,Cochrane,London,United Kingdom,AFFILIATION_ID:109478824,https://api.elsevier.com/content/affiliation/affiliation_id/109478824
Perumbakkam,Global Hospitals,Chennai,India,AFFILIATION_ID:109499152,https://api.elsevier.com/content/affiliation/affiliation_id/109499152
Sukamandi,Indonesian Center for Rice Research,,Indonesia,AFFILIATION_ID:109500899,https://api.elsevier.com/content/affiliation/affiliation_id/109500899
"Chaeng Wattana Road, Lak Si",Geo-Informatics and Space Technology Development Agency (GISTDA),Bangkok,Thailand,AFFILIATION_ID:109507543,https://api.elsevier.com/content/affiliation/affiliation_id/109507543
"PO Box 629, Village Market",Vestergaard East Africa,Nairobi,Kenya,AFFILIATION_ID:109508349,https://api.elsevier.com/content/affiliation/affiliation_id/109508349
,Polytechnic University,Manila,Philippines,AFFILIATION_ID:109531336,https://api.elsevier.com/content/affiliation/affiliation_id/109531336
"ST 2/A, Block 17, Gulshan-e-Iqbal, KDA Scheme 24",National Institute of Blood Diseases and Bone Marrow Transplantation,Karachi,Pakistan,AFFILIATION_ID:109533661,https://api.elsevier.com/content/affiliation/affiliation_id/109533661
"138A Giang Vo Street, Ba Dinh District",Vietnam Ministry of Health,Hanoi,Viet Nam,AFFILIATION_ID:109536494,https://api.elsevier.com/content/affiliation/affiliation_id/109536494
"Changsha, China",National Center of Oilseed Crops Improvement,Changsha,China,AFFILIATION_ID:109539929,https://api.elsevier.com/content/affiliation/affiliation_id/109539929
Los Banos,Univ. of the Phils. Los Banos Coll.,Laguna,Philippines,AFFILIATION_ID:109546104,https://api.elsevier.com/content/affiliation/affiliation_id/109546104
Baguio City,Baguio General Hospital and Medical Center,,Philippines,AFFILIATION_ID:109549392,https://api.elsevier.com/content/affiliation/affiliation_id/109549392
"DOST Compound, Gen. Santos Ave. Bicutan, 1631 Taguig City, MM",Food and Nutrition Research Institute (FNRI),Manila,Philippines,AFFILIATION_ID:109550429,https://api.elsevier.com/content/affiliation/affiliation_id/109550429
"Mathematics Area, 2544 Taft Avenue, Manila",Salle-College of Saint Benilde,Manila,Philippines,AFFILIATION_ID:109587069,https://api.elsevier.com/content/affiliation/affiliation_id/109587069
"Region 11, Bago Oshiro, Tugbok District, Davao City 8000",Philippine Coconut Authority,Quezon,Philippines,AFFILIATION_ID:109593938,https://api.elsevier.com/content/affiliation/affiliation_id/109593938
"54 Independence Ave, Ridge",Ghana College of Physicians and Surgeons,Accra,Ghana,AFFILIATION_ID:109607211,https://api.elsevier.com/content/affiliation/affiliation_id/109607211
City of Knowledge,Institute for Scientific Research and High Technology Services,Clayton,Panama,AFFILIATION_ID:109643467,https://api.elsevier.com/content/affiliation/affiliation_id/109643467
"Region 7, Arellano Boulevard, Pier Area, Cebu City, Cebu",Bureau of Fisheries and Aquatic Resources,Tuguegarao,Philippines,AFFILIATION_ID:109643541,https://api.elsevier.com/content/affiliation/affiliation_id/109643541
"Seoul, 06351",Asia Pacific Foundation for Infectious Diseases (APFID),Seoul,South Korea,AFFILIATION_ID:109662494,https://api.elsevier.com/content/affiliation/affiliation_id/109662494
"310 Worchester Avenue, Bldg. 45",Joint Base Pearl Harbor-Hickam,Honolulu,United States,AFFILIATION_ID:109674212,https://api.elsevier.com/content/affiliation/affiliation_id/109674212
78 Giai Phong Avenue,Bach Mai University Hospital,Hanoi,Viet Nam,AFFILIATION_ID:109674333,https://api.elsevier.com/content/affiliation/affiliation_id/109674333
Kingston R.I,University of Rhode Island,Kingston,United States,AFFILIATION_ID:109685658,https://api.elsevier.com/content/affiliation/affiliation_id/109685658
"Medanta, The Medicity",Medanta Heart Institute,Gurgaon,India,AFFILIATION_ID:109689500,https://api.elsevier.com/content/affiliation/affiliation_id/109689500
"b, GPO Box 128",ICCDR,Dhaka,Bangladesh,AFFILIATION_ID:109697182,https://api.elsevier.com/content/affiliation/affiliation_id/109697182
Surigao City,Surigao State College of Technology,,Philippines,AFFILIATION_ID:109703580,https://api.elsevier.com/content/affiliation/affiliation_id/109703580
AREA Science Park,Research Unit,Trieste,Italy,AFFILIATION_ID:109713757,https://api.elsevier.com/content/affiliation/affiliation_id/109713757
"Xinxiang, China",Hualan Biological Bacterin Company,Xinxiang,China,AFFILIATION_ID:109716205,https://api.elsevier.com/content/affiliation/affiliation_id/109716205
P.O. Box 13573,Sudanese Standards and Metrology Organization,Khartoum,Sudan,AFFILIATION_ID:109724636,https://api.elsevier.com/content/affiliation/affiliation_id/109724636
7100 Denmark,Lillebaelt Hospital,Vejle,Denmark,AFFILIATION_ID:109724849,https://api.elsevier.com/content/affiliation/affiliation_id/109724849
"PO Box 80 CMU 110, Intavaroros Road, Muang",Research Institute for Health Sciences,Chaing Mai,Thailand,AFFILIATION_ID:109850707,https://api.elsevier.com/content/affiliation/affiliation_id/109850707
"Pratash Lang, Khan Dongkor, National Road No. 3",Cambodian Agricultural Research and Development Institute (CARDI),Phnom Penh,Cambodia,AFFILIATION_ID:109859739,https://api.elsevier.com/content/affiliation/affiliation_id/109859739
w TREAT Asia,amfAR - The Foundation for AIDS Research,Bangkok,Thailand,AFFILIATION_ID:109875133,https://api.elsevier.com/content/affiliation/affiliation_id/109875133
Tennoudai 1-1-1,Graduate School of Comprehensive Human Sciences,Tsukuba,Japan,AFFILIATION_ID:109887519,https://api.elsevier.com/content/affiliation/affiliation_id/109887519
613 Williamson St,Preventive Cardiovascular Nurses Association,Madison,United States,AFFILIATION_ID:109889389,https://api.elsevier.com/content/affiliation/affiliation_id/109889389
Stanford,Lucile Salter Packard Children’s Hospital,Palo Alto,United States,AFFILIATION_ID:109904938,https://api.elsevier.com/content/affiliation/affiliation_id/109904938
"No. 372, Preah Monivong","National Center for Parasitology, Entomology and Malaria Control",Phnom Penh,Cambodia,AFFILIATION_ID:109908557,https://api.elsevier.com/content/affiliation/affiliation_id/109908557
"Daejeon Metropolitan City Hyangchon-gill 70, Seo-gu",Forest Policy Division,Daejeon,South Korea,AFFILIATION_ID:109927090,https://api.elsevier.com/content/affiliation/affiliation_id/109927090
"64 Aurora Boulevard, Barangay Dona Imelda",University of the East Ramon Magsaysay Medical Center,Quezon City,Philippines,AFFILIATION_ID:109936007,https://api.elsevier.com/content/affiliation/affiliation_id/109936007
"Residence Nakhil Riad, Immeuble 14, APT 4, Hay Riad",Ibn Sina Hospital,Agdal Rabat,Morocco,AFFILIATION_ID:109985793,https://api.elsevier.com/content/affiliation/affiliation_id/109985793
